ignore,description
1-W27.3*,1-Contact with needle (sewing)
1-W27.4*,1-Contact with kitchen utensil
1-W27.5*,1-Contact with paper-cutter
1-W27.8*,1-Contact with other nonpowered hand tool
1-W28*,1-Contact with powered lawn mower
1-W29.0*,1-Contact with powered kitchen appliance
1-W29.1*,1-Contact with electric knife
1-W29.2*,1-Contact with other powered household machinery
1-W29.3*,1-Contact with powered garden and outdoor hand tools and machinery
1-W29.4*,1-Contact with nail gun
1-W29.8*,1-Contact with other powered hand tools and household machinery
1-W30.0*,1-Contact with combine harvester
1-W30.1*,1-Contact with power take-off devices (PTO)
1-W30.2*,1-Contact with hay derrick
1-W30.3*,1-Contact with grain storage elevator
1-W30.81*,1-Contact with agricultural transport vehicle in stationary use
1-W30.89*,1-Contact with other specified agricultural machinery
1-W30.9*,1-Contact with unspecified agricultural machinery
1-W31.0*,1-Contact with mining and earth-drilling machinery
1-W31.1*,1-Contact with metalworking machines
1-W31.2*,1-Contact with powered woodworking and forming machines
1-W31.3*,1-Contact with prime movers
1-W31.81*,1-Contact with recreational machinery
1-W31.82*,1-Contact with other commercial machinery
1-W31.83*,1-Contact with special construction vehicle in stationary use
1-W31.89*,1-Contact with other specified machinery
1-W31.9*,1-Contact with unspecified machinery
1-W32.0*,1-Accidental handgun discharge
1-W32.1*,1-Accidental handgun malfunction
1-W33.00*,1-Accidental discharge of unspecified larger firearm
1-W33.01*,1-Accidental discharge of shotgun
1-W33.02*,1-Accidental discharge of hunting rifle
1-W33.03*,1-Accidental discharge of machine gun
1-W33.09*,1-Accidental discharge of other larger firearm
1-W33.10*,1-Accidental malfunction of unspecified larger firearm
1-W33.11*,1-Accidental malfunction of shotgun
1-W33.12*,1-Accidental malfunction of hunting rifle
1-W33.13*,1-Accidental malfunction of machine gun
1-W33.19*,1-Accidental malfunction of other larger firearm
1-W34.00*,1-Accidental discharge from unspecified firearms or gun
1-W34.010*,1-Accidental discharge of airgun
1-W34.011*,1-Accidental discharge of paintball gun
1-W34.018*,"1-Accidental discharge of other gas, air or spring-operated gun"
1-W34.09*,1-Accidental discharge from other specified firearms
1-W34.10*,1-Accidental malfunction from unspecified firearms or gun
1-W34.110*,1-Accidental malfunction of airgun
1-W34.111*,1-Accidental malfunction of paintball gun
1-W34.118*,"1-Accidental malfunction of other gas, air or spring-operated gun"
1-W34.19*,1-Accidental malfunction from other specified firearms
1-W35*,1-Explosion and rupture of boiler
1-W36.1*,1-Explosion and rupture of aerosol can
1-W36.2*,1-Explosion and rupture of air tank
1-W36.3*,1-Explosion and rupture of pressurized-gas tank
1-W36.8*,1-Explosion and rupture of other gas cylinder
1-W36.9*,1-Explosion and rupture of unspecified gas cylinder
1-W37.0*,1-Explosion of bicycle tire
1-W37.8*,"1-Explosion and rupture of other pressurized tire, pipe or hose"
1-W38*,1-Explosion and rupture of other specified pressurized devices
1-W39*,1-Discharge of firework
1-W40.0*,1-Explosion of blasting material
1-W40.1*,1-Explosion of explosive gases
1-W40.8*,1-Explosion of other specified explosive materials
1-W40.9*,1-Explosion of unspecified explosive materials
1-W42.0*,1-Exposure to supersonic waves
1-W42.9*,1-Exposure to other noise
1-W44.8*,1-Other foreign body entering into or through a natural orifice
1-W44.9*,1-Unspecified foreign body entering into or through a natural orifice
1-W44.A0*,"1-Battery unspecified, entering into or through a natural orifice"
1-W44.A1*,1-Button battery entering into or through a natural orifice
1-W44.A9*,1-Other batteries entering into or through a natural orifice
1-W44.B0*,"1-Plastic object unspecified, entering into or through a natural orifice"
1-W44.B1*,1-Plastic bead entering into or through a natural orifice
1-W44.B2*,1-Plastic coin entering into or through a natural orifice
1-W44.B3*,1-Plastic toy and toy part entering into or through a natural orifice
1-W44.B4*,1-Plastic jewelry entering into or through a natural orifice
1-W44.B5*,1-Plastic bottle entering into or through a natural orifice
1-W44.B9*,1-Other plastic object entering into or through a natural orifice
1-W44.C0*,"1-Glass unspecified, entering into or through a natural orifice"
1-W44.C1*,1-Sharp glass entering into or through a natural orifice
1-W44.C2*,1-Intact glass entering into or through a natural orifice
1-W44.D0*,"1-Magnetic metal object unspecified, entering into or through a natural orifice"
1-W44.D1*,1-Magnetic metal bead entering into or through a natural orifice
1-W44.D2*,1-Magnetic metal coin entering into or through a natural orifice
1-W44.D3*,1-Magnetic metal toy entering into or through a natural orifice
1-W44.D4*,1-Magnetic metal jewelry entering into or through a natural orifice
1-W44.D9*,1-Other magnetic metal objects entering into or through a natural orifice
1-W44.E0*,"1-Non-magnetic metal object unspecified, entering into or through a natural orifice"
1-W44.E1*,1-Non-magnetic metal bead entering into or through a natural orifice
1-W44.E2*,1-Non-magnetic metal coin entering into or through a natural orifice
1-W44.E3*,1-Non-magnetic metal toy entering into or through a natural orifice
1-W44.E4*,1-Non-magnetic metal jewelry entering into or through a natural orifice
1-W44.E9*,1-Other non-magnetic metal objects entering into or through a natural orifice
1-W44.F0*,"1-Objects of natural or organic material unspecified, entering into or through a natural orifice"
1-W44.F1*,1-Bezoar entering into or through a natural orifice
1-W44.F2*,1-Rubber band entering into or through a natural orifice
1-W44.F3*,1-Food entering into or through a natural orifice
1-W44.F4*,1-Insect entering into or through a natural orifice
1-W44.F9*,"1-Other object of natural or organic material, entering into or through a natural orifice"
1-W44.G0*,"1-Other non-organic objects unspecified, entering into or through a natural orifice"
1-W44.G1*,1-Audio device entering into or through a natural orifice
1-W44.G2*,1-Combination metal and plastic toy and toy part entering into or through natural orifice
1-W44.G3*,1-Combination metal and plastic jewelry entering into or through a natural orifice
1-W44.G9*,1-Other non-organic objects entering into or through a natural orifice
1-W44.H0*,"1-Other sharp object unspecified, entering into or through a natural orifice"
1-W44.H1*,1-Needle entering into or through a natural orifice
1-W44.H2*,"1-Knife, sword or dagger entering into or through a natural orifice"
1-W45.0*,1-Nail entering through skin
1-W45.8*,1-Other foreign body or object entering through skin
1-W46.0*,1-Contact with hypodermic needle
1-W46.1*,1-Contact with contaminated hypodermic needle
1-W49.01*,1-Hair causing external constriction
1-W49.02*,1-String or thread causing external constriction
1-W49.03*,1-Rubber band causing external constriction
1-W49.04*,1-Ring or other jewelry causing external constriction
1-W49.09*,1-Other specified item causing external constriction
1-W49.9*,1-Exposure to other inanimate mechanical forces
1-W50.0*,1-Accidental hit or strike by another person
1-W50.1*,1-Accidental kick by another person
1-W50.2*,1-Accidental twist by another person
1-W50.3*,1-Accidental bite by another person
1-W50.4*,1-Accidental scratch by another person
1-W51*,1-Accidental striking against or bumped into by another person
1-W52*,"1-Crushed, pushed or stepped on by crowd or human stampede"
1-W53.01*,1-Bitten by mouse
1-W53.09*,1-Other contact with mouse
1-W53.11*,1-Bitten by rat
1-W53.19*,1-Other contact with rat
1-W53.21*,1-Bitten by squirrel
1-W53.29*,1-Other contact with squirrel
1-W53.81*,1-Bitten by other rodent
1-W53.89*,1-Other contact with other rodent
1-W54.0*,1-Bitten by dog
1-W54.1*,1-Struck by dog
1-W54.8*,1-Other contact with dog
1-W55.01*,1-Bitten by cat
1-W55.03*,1-Scratched by cat
1-W55.09*,1-Other contact with cat
1-W55.11*,1-Bitten by horse
1-W55.12*,1-Struck by horse
1-W55.19*,1-Other contact with horse
1-W55.21*,1-Bitten by cow
1-W55.22*,1-Struck by cow
1-W55.29*,1-Other contact with cow
1-W55.31*,1-Bitten by other hoof stock
1-W55.32*,1-Struck by other hoof stock
1-W55.39*,1-Other contact with other hoof stock
1-W55.41*,1-Bitten by pig
1-W55.42*,1-Struck by pig
1-W55.49*,1-Other contact with pig
1-W55.51*,1-Bitten by raccoon
1-W55.52*,1-Struck by raccoon
1-W55.59*,1-Other contact with raccoon
1-W55.81*,1-Bitten by other mammals
1-W55.82*,1-Struck by other mammals
1-W55.89*,1-Other contact with other mammals
1-W56.01*,1-Bitten by dolphin
1-W56.02*,1-Struck by dolphin
1-W56.09*,1-Other contact with dolphin
1-W56.11*,1-Bitten by sea lion
1-W56.12*,1-Struck by sea lion
1-W56.19*,1-Other contact with sea lion
1-W56.21*,1-Bitten by orca
1-W56.22*,1-Struck by orca
1-W56.29*,1-Other contact with orca
1-W56.31*,1-Bitten by other marine mammals
1-W56.32*,1-Struck by other marine mammals
1-W56.39*,1-Other contact with other marine mammals
1-W56.41*,1-Bitten by shark
1-W56.42*,1-Struck by shark
1-W56.49*,1-Other contact with shark
1-W56.51*,1-Bitten by other fish
1-W56.52*,1-Struck by other fish
1-W56.59*,1-Other contact with other fish
1-W56.81*,1-Bitten by other nonvenomous marine animals
1-W56.82*,1-Struck by other nonvenomous marine animals
1-W56.89*,1-Other contact with other nonvenomous marine animals
1-W57*,1-Bitten or stung by nonvenomous insect and other nonvenomous arthropods
1-W58.01*,1-Bitten by alligator
1-W58.02*,1-Struck by alligator
1-W58.03*,1-Crushed by alligator
1-W58.09*,1-Other contact with alligator
1-W58.11*,1-Bitten by crocodile
1-W58.12*,1-Struck by crocodile
1-W58.13*,1-Crushed by crocodile
1-W58.19*,1-Other contact with crocodile
1-W59.01*,1-Bitten by nonvenomous lizards
1-W59.02*,1-Struck by nonvenomous lizards
1-W59.09*,1-Other contact with nonvenomous lizards
1-W59.11*,1-Bitten by nonvenomous snake
1-W59.12*,1-Struck by nonvenomous snake
1-W59.13*,1-Crushed by nonvenomous snake
1-W59.19*,1-Other contact with nonvenomous snake
1-W59.21*,1-Bitten by turtle
1-W59.22*,1-Struck by turtle
1-W59.29*,1-Other contact with turtle
1-W59.81*,1-Bitten by other nonvenomous reptiles
1-W59.82*,1-Struck by other nonvenomous reptiles
1-W59.83*,1-Crushed by other nonvenomous reptiles
1-W59.89*,1-Other contact with other nonvenomous reptiles
1-W60*,1-Contact with nonvenomous plant thorns and spines and sharp leaves
1-W61.01*,1-Bitten by parrot
1-W61.02*,1-Struck by parrot
1-W61.09*,1-Other contact with parrot
1-W61.11*,1-Bitten by macaw
1-W61.12*,1-Struck by macaw
1-W61.19*,1-Other contact with macaw
1-W61.21*,1-Bitten by other psittacines
1-W61.22*,1-Struck by other psittacines
1-W61.29*,1-Other contact with other psittacines
1-W61.32*,1-Struck by chicken
1-W61.33*,1-Pecked by chicken
1-W61.39*,1-Other contact with chicken
1-W61.42*,1-Struck by turkey
1-W61.43*,1-Pecked by turkey
1-W61.49*,1-Other contact with turkey
1-W61.51*,1-Bitten by goose
1-W61.52*,1-Struck by goose
1-W61.59*,1-Other contact with goose
1-W61.61*,1-Bitten by duck
1-W61.62*,1-Struck by duck
1-W61.69*,1-Other contact with duck
1-W61.91*,1-Bitten by other birds
1-W61.92*,1-Struck by other birds
1-W61.99*,1-Other contact with other birds
1-W62.0*,1-Contact with nonvenomous frogs
1-W62.1*,1-Contact with nonvenomous toads
1-W62.9*,1-Contact with other nonvenomous amphibians
1-W64*,1-Exposure to other animate mechanical forces
1-W65*,1-Accidental drowning and submersion while in bath-tub
1-W67*,1-Accidental drowning and submersion while in swimming-pool
1-W69*,1-Accidental drowning and submersion while in natural water
1-W73*,1-Other specified cause of accidental non-transport drowning and submersion
1-W74*,1-Unspecified cause of accidental drowning and submersion
1-W85*,1-Exposure to electric transmission lines
1-W86.0*,1-Exposure to domestic wiring and appliances
1-W86.1*,"1-Exposure to industrial wiring, appliances and electrical machinery"
1-W86.8*,1-Exposure to other electric current
1-W88.0*,1-Exposure to X-rays
1-W88.1*,1-Exposure to radioactive isotopes
1-W88.8*,1-Exposure to other ionizing radiation
