Name	Name1	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added
S52.599B	S52599B	Other fractures of lower end of unspecified radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599B	S52599B Other fractures of lower end of unspecified radius, initial encounter for open fracture type I or II	1
S52.599C	S52599C	Other fractures of lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599C	S52599C Other fractures of lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.599D	S52599D	Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599D	S52599D Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing	1
S52.599E	S52599E	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599E	S52599E Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.599F	S52599F	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599F	S52599F Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.599G	S52599G	Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599G	S52599G Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing	1
S52.599H	S52599H	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599H	S52599H Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.599J	S52599J	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599J	S52599J Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.599K	S52599K	Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599K	S52599K Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion	1
S52.599M	S52599M	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599M	S52599M Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.599N	S52599N	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599N	S52599N Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.599P	S52599P	Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599P	S52599P Other fractures of lower end of unspecified radius, subsequent encounter for closed fracture with malunion	1
S52.599Q	S52599Q	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599Q	S52599Q Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion	1
S52.599R	S52599R	Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599R	S52599R Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.599S	S52599S	Other fractures of lower end of unspecified radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599S	S52599S Other fractures of lower end of unspecified radius, sequela	1
S52.6	S526	Fracture of lower end of ulna	Root	S00-T88	S50-S59	S52	S52.6				NA	0
S52.60	S5260	Unspecified fracture of lower end of ulna	Root	S00-T88	S50-S59	S52	S52.6	S52.60			NA	0
S52.601	S52601	Unspecified fracture of lower end of right ulna	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601		NA	0
S52.601A	S52601A	Unspecified fracture of lower end of right ulna, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601A	S52601A Unspecified fracture of lower end of right ulna, initial encounter for closed fracture	1
S52.601B	S52601B	Unspecified fracture of lower end of right ulna, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601B	S52601B Unspecified fracture of lower end of right ulna, initial encounter for open fracture type I or II	1
S52.601C	S52601C	Unspecified fracture of lower end of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601C	S52601C Unspecified fracture of lower end of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.601D	S52601D	Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601D	S52601D Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing	1
S52.601E	S52601E	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601E	S52601E Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing	1
S52.601F	S52601F	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601F	S52601F Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.601G	S52601G	Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601G	S52601G Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with delayed healing	1
S52.601H	S52601H	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601H	S52601H Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with delayed healing	1
S52.601J	S52601J	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601J	S52601J Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.601K	S52601K	Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601K	S52601K Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with nonunion	1
S52.601M	S52601M	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601M	S52601M Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with nonunion	1
S52.601N	S52601N	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601N	S52601N Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.601P	S52601P	Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601P	S52601P Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with malunion	1
S52.601Q	S52601Q	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601Q	S52601Q Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with malunion	1
S52.601R	S52601R	Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601R	S52601R Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.601S	S52601S	Unspecified fracture of lower end of right ulna, sequela	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.601	S52.601S	S52601S Unspecified fracture of lower end of right ulna, sequela	1
S52.602	S52602	Unspecified fracture of lower end of left ulna	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602		NA	0
S52.602A	S52602A	Unspecified fracture of lower end of left ulna, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602A	S52602A Unspecified fracture of lower end of left ulna, initial encounter for closed fracture	1
S52.602B	S52602B	Unspecified fracture of lower end of left ulna, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602B	S52602B Unspecified fracture of lower end of left ulna, initial encounter for open fracture type I or II	1
S52.602C	S52602C	Unspecified fracture of lower end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602C	S52602C Unspecified fracture of lower end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.602D	S52602D	Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602D	S52602D Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing	1
S52.602E	S52602E	Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602E	S52602E Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with routine healing	1
S52.602F	S52602F	Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602F	S52602F Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.602G	S52602G	Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602G	S52602G Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with delayed healing	1
S52.602H	S52602H	Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602H	S52602H Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with delayed healing	1
S52.602J	S52602J	Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602J	S52602J Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.602K	S52602K	Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602K	S52602K Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with nonunion	1
S52.602M	S52602M	Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.6	S52.60	S52.602	S52.602M	S52602M Unspecified fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with nonunion	1
